author/repo,name,url,language,license,size
wt0f/asdf-ripgrep,asdf-ripgrep,git@gitlab.com:wt0f/asdf-ripgrep.git,Bash,MIT,5.34 KiB
xapienz/curl-debian-scripts,curl-debian-scripts,https://github.com/xapienz/curl-debian-scripts,Sh,MIT,217.71 KiB
xenodium/company-org-block,company-org-block,https://github.com/xenodium/company-org-block,Elisp,GPL-3.0-only,1.04 MiB
xi-frontend/xi-term,xi-term,https://github.com/xi-frontend/xi-term,Rust,MIT,319.72 KiB
xiaohanyu/resume,resume,https://github.com/xiaohanyu/resume,Org,BSD-3-Clause,38.26 KiB
xing/hops,hops,https://github.com/xing/hops,JavaScript,MIT,1.71 MiB
xo/usql,usql,https://github.com/xo/usql,Go,MIT,352.21 KiB
xolox/dedupfs,dedupfs,https://github.com/xolox/dedupfs,Python,MIT,105.80 KiB
xroche/httrack,httrack,https://github.com/xroche/httrack,C,GPL-3.0-only,5.84 MiB
xtermjs/xterm.js,xterm.js,https://github.com/xtermjs/xterm.js,TypeScript,MIT,2.29 MiB
xudifsd/parsec,parsec,https://github.com/xudifsd/parsec,Clojure,EPL-1.0,32.72 KiB
xuhdev/dired-quick-sort,dired-quick-sort,git@gitlab.com:xuhdev/dired-quick-sort.git,Elisp,GPL-3.0-only,337.86 KiB
yanatan16/clj-kubernetes-api,clj-kubernetes-api,https://github.com/yanatan16/clj-kubernetes-api,Clojure,MIT,461.46 KiB
yandex/YaLM-100B,YaLM-100B,https://github.com/yandex/YaLM-100B,Python,Apache-2.0,1001.12 KiB
yangshun/tech-interview-handbook,tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,JavaScript,MIT,801.48 KiB
yangwao/random-mac-address-generator,random-mac-address-generator,https://github.com/yangwao/random-mac-address-generator,JavaScript,MIT,4.16 MiB
yaronn/blessed-contrib,blessed-contrib,https://github.com/yaronn/blessed-contrib,JavaScript,MIT,3.25 MiB
yizhongw/StageDP,StageDP,https://github.com/yizhongw/StageDP,Xml,MIT,20.19 MiB
yodle/docker-registry-client,docker-registry-client,https://github.com/yodle/docker-registry-client,Python,Apache-2.0,56.36 KiB
yoeo/guesslang,guesslang,https://github.com/yoeo/guesslang,Python,MIT,7.70 MiB
yogthos/Selmer,Selmer,https://github.com/yogthos/Selmer,Html,EPL-1.0,518.78 KiB
yt-dlp/yt-dlp,yt-dlp,https://github.com/yt-dlp/yt-dlp,Python,Unlicense,6.62 MiB
ytdl-org/youtube-dl,youtube-dl,git@github.com:ytdl-org/youtube-dl.git,Python,Unlicense,5.93 MiB
yuanqing/vdx,vdx,https://github.com/yuanqing/vdx,JavaScript,MIT,208.91 KiB
yuzutech/kroki,kroki,https://github.com/yuzutech/kroki,Java,MIT,6.29 MiB
zalando/postgres-operator,postgres-operator,https://github.com/zalando/postgres-operator,Go,MIT,3.53 MiB
zaquestion/lab,lab,https://github.com/zaquestion/lab,Go,CC0-1.0,610.57 KiB
zargony/fuse-rs,fuse-rs,https://github.com/zargony/fuse-rs,Rust,MIT,142.96 KiB
zcesur/leetcode,leetcode,https://github.com/zcesur/leetcode,Haskell,GPL-3.0-only,78.34 KiB
zhoreeq/ipfd,ipfd,https://github.com/zhoreeq/ipfd,Go,MIT,186.22 KiB
zj/snippet,snippet,https://gitlab.com/zj/snippet,Go,MIT,1.54 MiB
zladovan/gorched,gorched,https://github.com/zladovan/gorched,Go,MIT,532.04 KiB
zquestz/s,s,https://github.com/zquestz/s,Go,MIT,226.35 KiB
zsh-users/zsh-autosuggestions,zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,Zsh,MIT,99.56 KiB
zyrolasting/racket-koans,racket-koans,https://github.com/zyrolasting/racket-koans,Racket,"Apache-2.0, MIT",29.34 KiB
zzkt/remembrance-agent,remembrance-agent,https://github.com/zzkt/remembrance-agent,C,GPL-2.0-only,2.00 MiB
